[2026-09-24 21:57:07 PDT] attempt 16, vendor host http 200
[2026-09-24 21:57:07 PDT] NQ ohlcv-1m 2025-07-01..2025-08-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] NQ ohlcv-1m 2025-08-01..2025-09-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] NQ ohlcv-1m 2025-09-01..2025-10-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] NQ ohlcv-1m 2025-10-01..2025-11-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] NQ ohlcv-1m 2025-11-01..2025-12-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] NQ ohlcv-1m 2025-12-01..2026-01-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] NQ ohlcv-1m 2026-01-01..2026-02-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] NQ ohlcv-1m 2026-02-01..2026-03-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] NQ ohlcv-1m 2026-03-01..2026-04-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] NQ ohlcv-1m 2026-04-01..2026-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] NQ ohlcv-1m 2026-05-01..2026-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] NQ ohlcv-1m 2026-06-01..2026-06-21 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] RTY ohlcv-1m 2025-04-01..2025-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] RTY ohlcv-1m 2025-05-01..2025-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] RTY ohlcv-1m 2025-06-01..2025-07-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] RTY ohlcv-1m 2025-07-01..2025-08-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] RTY ohlcv-1m 2025-08-01..2025-09-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] RTY ohlcv-1m 2025-09-01..2025-10-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] RTY ohlcv-1m 2025-10-01..2025-11-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] RTY ohlcv-1m 2025-11-01..2025-12-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] RTY ohlcv-1m 2025-12-01..2026-01-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] RTY ohlcv-1m 2026-01-01..2026-02-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] RTY ohlcv-1m 2026-02-01..2026-03-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] RTY ohlcv-1m 2026-03-01..2026-04-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] RTY ohlcv-1m 2026-04-01..2026-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] RTY ohlcv-1m 2026-05-01..2026-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] RTY ohlcv-1m 2026-06-01..2026-06-21 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] M2K ohlcv-1m 2025-04-01..2025-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] M2K ohlcv-1m 2025-05-01..2025-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] M2K ohlcv-1m 2025-06-01..2025-07-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] M2K ohlcv-1m 2025-07-01..2025-08-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] M2K ohlcv-1m 2025-08-01..2025-09-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] M2K ohlcv-1m 2025-09-01..2025-10-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] M2K ohlcv-1m 2025-10-01..2025-11-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] M2K ohlcv-1m 2025-11-01..2025-12-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] M2K ohlcv-1m 2025-12-01..2026-01-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] M2K ohlcv-1m 2026-01-01..2026-02-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] M2K ohlcv-1m 2026-02-01..2026-03-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] M2K ohlcv-1m 2026-03-01..2026-04-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] M2K ohlcv-1m 2026-04-01..2026-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] M2K ohlcv-1m 2026-05-01..2026-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] M2K ohlcv-1m 2026-06-01..2026-06-21 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] MYM ohlcv-1m 2025-04-01..2025-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] MYM ohlcv-1m 2025-05-01..2025-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] MYM ohlcv-1m 2025-06-01..2025-07-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] MYM ohlcv-1m 2025-07-01..2025-08-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] MYM ohlcv-1m 2025-08-01..2025-09-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] MYM ohlcv-1m 2025-09-01..2025-10-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] MYM ohlcv-1m 2025-10-01..2025-11-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] MYM ohlcv-1m 2025-11-01..2025-12-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] MYM ohlcv-1m 2025-12-01..2026-01-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] MYM ohlcv-1m 2026-01-01..2026-02-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] MYM ohlcv-1m 2026-02-01..2026-03-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] MYM ohlcv-1m 2026-03-01..2026-04-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] MYM ohlcv-1m 2026-04-01..2026-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] MYM ohlcv-1m 2026-05-01..2026-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] MYM ohlcv-1m 2026-06-01..2026-06-21 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] YM ohlcv-1m 2025-04-01..2025-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] YM ohlcv-1m 2025-05-01..2025-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] YM ohlcv-1m 2025-06-01..2025-07-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] YM ohlcv-1m 2025-07-01..2025-08-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] YM ohlcv-1m 2025-08-01..2025-09-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] YM ohlcv-1m 2025-09-01..2025-10-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] YM ohlcv-1m 2025-10-01..2025-11-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] YM ohlcv-1m 2025-11-01..2025-12-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] YM ohlcv-1m 2025-12-01..2026-01-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] YM ohlcv-1m 2026-01-01..2026-02-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] YM ohlcv-1m 2026-02-01..2026-03-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] YM ohlcv-1m 2026-03-01..2026-04-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] YM ohlcv-1m 2026-04-01..2026-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] YM ohlcv-1m 2026-05-01..2026-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] YM ohlcv-1m 2026-06-01..2026-06-21 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZT ohlcv-1m 2025-04-01..2025-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZT ohlcv-1m 2025-05-01..2025-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZT ohlcv-1m 2025-06-01..2025-07-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZT ohlcv-1m 2025-07-01..2025-08-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZT ohlcv-1m 2025-08-01..2025-09-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZT ohlcv-1m 2025-09-01..2025-10-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZT ohlcv-1m 2025-10-01..2025-11-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZT ohlcv-1m 2025-11-01..2025-12-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZT ohlcv-1m 2025-12-01..2026-01-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZT ohlcv-1m 2026-01-01..2026-02-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZT ohlcv-1m 2026-02-01..2026-03-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZT ohlcv-1m 2026-03-01..2026-04-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZT ohlcv-1m 2026-04-01..2026-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZT ohlcv-1m 2026-05-01..2026-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZT ohlcv-1m 2026-06-01..2026-06-21 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZF ohlcv-1m 2025-04-01..2025-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZF ohlcv-1m 2025-05-01..2025-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZF ohlcv-1m 2025-06-01..2025-07-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZF ohlcv-1m 2025-07-01..2025-08-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZF ohlcv-1m 2025-08-01..2025-09-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZF ohlcv-1m 2025-09-01..2025-10-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZF ohlcv-1m 2025-10-01..2025-11-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZF ohlcv-1m 2025-11-01..2025-12-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZF ohlcv-1m 2025-12-01..2026-01-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZF ohlcv-1m 2026-01-01..2026-02-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZF ohlcv-1m 2026-02-01..2026-03-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZF ohlcv-1m 2026-03-01..2026-04-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZF ohlcv-1m 2026-04-01..2026-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZF ohlcv-1m 2026-05-01..2026-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZF ohlcv-1m 2026-06-01..2026-06-21 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZN ohlcv-1m 2025-04-01..2025-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZN ohlcv-1m 2025-05-01..2025-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZN ohlcv-1m 2025-06-01..2025-07-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZN ohlcv-1m 2025-07-01..2025-08-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZN ohlcv-1m 2025-08-01..2025-09-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZN ohlcv-1m 2025-09-01..2025-10-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZN ohlcv-1m 2025-10-01..2025-11-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZN ohlcv-1m 2025-11-01..2025-12-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZN ohlcv-1m 2025-12-01..2026-01-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:07 PDT] ZN ohlcv-1m 2026-01-01..2026-02-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZN ohlcv-1m 2026-02-01..2026-03-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZN ohlcv-1m 2026-03-01..2026-04-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZN ohlcv-1m 2026-04-01..2026-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZN ohlcv-1m 2026-05-01..2026-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZN ohlcv-1m 2026-06-01..2026-06-21 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] TN ohlcv-1m 2025-04-01..2025-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] TN ohlcv-1m 2025-05-01..2025-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] TN ohlcv-1m 2025-06-01..2025-07-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] TN ohlcv-1m 2025-07-01..2025-08-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] TN ohlcv-1m 2025-08-01..2025-09-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] TN ohlcv-1m 2025-09-01..2025-10-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] TN ohlcv-1m 2025-10-01..2025-11-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] TN ohlcv-1m 2025-11-01..2025-12-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] TN ohlcv-1m 2025-12-01..2026-01-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] TN ohlcv-1m 2026-01-01..2026-02-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] TN ohlcv-1m 2026-02-01..2026-03-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] TN ohlcv-1m 2026-03-01..2026-04-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] TN ohlcv-1m 2026-04-01..2026-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] TN ohlcv-1m 2026-05-01..2026-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] TN ohlcv-1m 2026-06-01..2026-06-21 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZB ohlcv-1m 2025-04-01..2025-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZB ohlcv-1m 2025-05-01..2025-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZB ohlcv-1m 2025-06-01..2025-07-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZB ohlcv-1m 2025-07-01..2025-08-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZB ohlcv-1m 2025-08-01..2025-09-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZB ohlcv-1m 2025-09-01..2025-10-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZB ohlcv-1m 2025-10-01..2025-11-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZB ohlcv-1m 2025-11-01..2025-12-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZB ohlcv-1m 2025-12-01..2026-01-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZB ohlcv-1m 2026-01-01..2026-02-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZB ohlcv-1m 2026-02-01..2026-03-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZB ohlcv-1m 2026-03-01..2026-04-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZB ohlcv-1m 2026-04-01..2026-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZB ohlcv-1m 2026-05-01..2026-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] ZB ohlcv-1m 2026-06-01..2026-06-21 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] UB ohlcv-1m 2025-04-01..2025-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] UB ohlcv-1m 2025-05-01..2025-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] UB ohlcv-1m 2025-06-01..2025-07-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] UB ohlcv-1m 2025-07-01..2025-08-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] UB ohlcv-1m 2025-08-01..2025-09-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] UB ohlcv-1m 2025-09-01..2025-10-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] UB ohlcv-1m 2025-10-01..2025-11-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] UB ohlcv-1m 2025-11-01..2025-12-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] UB ohlcv-1m 2025-12-01..2026-01-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] UB ohlcv-1m 2026-01-01..2026-02-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] UB ohlcv-1m 2026-02-01..2026-03-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] UB ohlcv-1m 2026-03-01..2026-04-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] UB ohlcv-1m 2026-04-01..2026-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] UB ohlcv-1m 2026-05-01..2026-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] UB ohlcv-1m 2026-06-01..2026-06-21 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] 6E ohlcv-1m 2025-04-01..2025-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] 6E ohlcv-1m 2025-05-01..2025-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] 6E ohlcv-1m 2025-06-01..2025-07-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] 6E ohlcv-1m 2025-07-01..2025-08-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] 6E ohlcv-1m 2025-08-01..2025-09-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] 6E ohlcv-1m 2025-09-01..2025-10-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] 6E ohlcv-1m 2025-10-01..2025-11-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] 6E ohlcv-1m 2025-11-01..2025-12-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] 6E ohlcv-1m 2025-12-01..2026-01-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] 6E ohlcv-1m 2026-01-01..2026-02-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] 6E ohlcv-1m 2026-02-01..2026-03-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] 6E ohlcv-1m 2026-03-01..2026-04-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] 6E ohlcv-1m 2026-04-01..2026-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] 6E ohlcv-1m 2026-05-01..2026-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] 6E ohlcv-1m 2026-06-01..2026-06-21 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] M6E ohlcv-1m 2025-04-01..2025-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] M6E ohlcv-1m 2025-05-01..2025-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] M6E ohlcv-1m 2025-06-01..2025-07-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] M6E ohlcv-1m 2025-07-01..2025-08-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] M6E ohlcv-1m 2025-08-01..2025-09-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] M6E ohlcv-1m 2025-09-01..2025-10-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] M6E ohlcv-1m 2025-10-01..2025-11-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] M6E ohlcv-1m 2025-11-01..2025-12-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] M6E ohlcv-1m 2025-12-01..2026-01-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] M6E ohlcv-1m 2026-01-01..2026-02-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] M6E ohlcv-1m 2026-02-01..2026-03-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] M6E ohlcv-1m 2026-03-01..2026-04-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] M6E ohlcv-1m 2026-04-01..2026-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] M6E ohlcv-1m 2026-05-01..2026-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] M6E ohlcv-1m 2026-06-01..2026-06-21 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] E7 ohlcv-1m 2025-04-01..2025-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] E7 ohlcv-1m 2025-05-01..2025-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] E7 ohlcv-1m 2025-06-01..2025-07-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] E7 ohlcv-1m 2025-07-01..2025-08-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] E7 ohlcv-1m 2025-08-01..2025-09-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] E7 ohlcv-1m 2025-09-01..2025-10-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] E7 ohlcv-1m 2025-10-01..2025-11-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] E7 ohlcv-1m 2025-11-01..2025-12-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] E7 ohlcv-1m 2025-12-01..2026-01-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] E7 ohlcv-1m 2026-01-01..2026-02-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] E7 ohlcv-1m 2026-02-01..2026-03-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] E7 ohlcv-1m 2026-03-01..2026-04-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] E7 ohlcv-1m 2026-04-01..2026-05-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] E7 ohlcv-1m 2026-05-01..2026-06-01 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] E7 ohlcv-1m 2026-06-01..2026-06-21 (depth 0): skipped, already bought and settled
[2026-09-24 21:57:08 PDT] 6A ohlcv-1m 2025-04-01..2025-05-01 (depth 0): skipped, already bought and settled
